car_make,car_model,model_year,km,transmission,fuel,color,no_doors,engine_capacity,drive_type,no_cylinders,Accident_history,price
Kia,Cerato,2017,189000,Automatic,,,,,            Drive          ,4,,28500
Jeep,Wrangler,2017,80000,Automatic,,Grey,,,            Drive          ,6,,106500
Audi,Q7,2010,275000,Automatic,,Brown,,,            Drive          ,8,,40000
BMW,7,2017,46000,Automatic,,White,,,            Drive          ,4,,185000
Toyota,Camry,2017,189000,Automatic,,White,,,            Drive          ,4,,75000
Chevrolet,Tahoe,2017,224000,Automatic,,Gold,,,            Drive          ,8,,100000
Lexus,RX,2019,69000,Automatic,,Black,,,            Drive          ,6,,186000
Audi,TT,2016,148000,Automatic,,Red,,,            Drive          ,4,,115000
Toyota,Land,2002,22000,,,White,,,            Drive          ,,Perfect inside out,48000
Toyota,Hiace,2004,220000,,,White,,,            Drive          ,,Perfect inside out,16000
Hyundai,Sonata,2013,400000,,,Gray,,,            Drive          ,,Perfect inside out,29000
Lexus,LX,2015,500000,,,White,,,            Drive          ,,Perfect inside out,87000
Toyota,Land,2010,350000,,,White,,,            Drive          ,,Perfect inside out,59000
Hyundai,Sonata,2014,220000,,,Gray,,,            Drive          ,,Perfect inside out,29000
Hyundai,Accent,2015,180000,,,Silver,,,            Drive          ,,Perfect inside out,26000
Hyundai,Sonata,2013,144000,,,Red,,,            Drive          ,,Perfect inside out,30000
Hyundai,Sonata,2015,350000,,,Gray,,,            Drive          ,,Perfect inside out,33000
Hyundai,Sonata,2012,340000,,,White,,,            Drive          ,,Perfect inside out,27000
Hyundai,Sonata,2013,400000,,,White,,,            Drive          ,,Perfect inside out,29000
Hyundai,Santa,2009,220000,,,Black,,,            Drive          ,,Perfect inside out,24000
Toyota,Fortuner,2008,560000,Automatic,Petrol,White,5.0,2700.0,            All Wheel Drive          ,4,Perfect inside out,30000
Nissan,GT-R,2014,157,Manual,Petrol,White,2.0,,            All Wheel Drive          ,4,Perfect inside out,30000
Kia,Sportage,2014,147,Automatic,Petrol,Orange,4.0,2000.0,            Front Wheel Drive          ,4,Perfect inside out,38000
Hyundai,Elantra,2015,140000,Automatic,Petrol,White,4.0,1600.0,            Front Wheel Drive          ,4,Perfect inside out,15000
Cadillac,XT5,2017,122000,Automatic,Petrol,White,4.0,,            All Wheel Drive          ,6,Minor wear and tear,105000
Toyota,Camry,2016,96000,Automatic,Petrol,Beige,4.0,2500.0,            Front Wheel Drive          ,4,Perfect inside out,32000
Toyota,Corolla,2016,46000,Automatic,Petrol,White,4.0,1600.0,            Front Wheel Drive          ,4,Perfect inside out,23000
Mercedes-Benz,A250,2017,73500,Automatic,Petrol,Gray,5.0,2000.0,            Front Wheel Drive          ,4,Perfect inside out,86000
Mercedes-Benz,S-Class,2017,95000,Automatic,,Black,,,            Drive          ,8,,270000
Lexus,GX,2015,196000,Automatic,,,,,            Drive          ,8,,125000
Nissan,Patrol,2016,375000,Automatic,,White,,,            Drive          ,8,,105000
Ford,Crown,2011,256000,Automatic,,Gold,,,            Drive          ,8,,22000
Chevrolet,Tahoe,2017,135000,Automatic,,Red,,,            Drive          ,8,,147500
Nissan,Maxima,2018,113000,Automatic,,Black,,,            Drive          ,6,,80000
Chevrolet,Suburban,2015,222000,Automatic,,Silver,,,            Drive          ,8,,74000
Mazda,CX-9,2015,362000,Automatic,,White,,,            Drive          ,6,,47000
Hyundai,Sonata,2017,176000,Automatic,,White,,,            Drive          ,4,,44000
Nissan,370Z,2014,164000,Manual,,Silver,,,            Drive          ,6,,80000
Jeep,Wrangler,2019,65000,Automatic,,Red,,,            Drive          ,6,,152500
GMC,Yukon,2011,268000,Automatic,,Brown,,,            Drive          ,8,,40000
Chrysler,Grand,2012,304000,Automatic,,White,,,            Drive          ,6,,42000
Geely,Emgrand,2018,72000,Automatic,Petrol,Black,4.0,2400.0,            Front Wheel Drive          ,4,Perfect inside out,45000
Hyundai,Azera,2017,100000,Automatic,Petrol,Brown,4.0,1.0,            Rear Wheel Drive          ,4,Perfect inside out,20000
Hyundai,Accent,2015,150000,Automatic,Petrol,White,4.0,1400.0,            Front Wheel Drive          ,4,Perfect inside out,15000
Mitsubishi,Pajero,2014,127600,Automatic,Petrol,Brown,5.0,3500.0,            All Wheel Drive          ,6,Perfect inside out,45000
Hyundai,Elantra,2016,1986,Automatic,Petrol,White,4.0,1600.0,            Front Wheel Drive          ,4,Perfect inside out,20000
Kia,Sorento,2015,96000,Automatic,Petrol,White,4.0,3500.0,            All Wheel Drive          ,6,Minor wear and tear,50000
Hyundai,Sonata,2012,240000,Automatic,Petrol,Red,4.0,2500.0,            Rear Wheel Drive          ,4,Perfect inside out,12000
Toyota,Prius,2016,331000,Automatic,,White,,,            Drive          ,4,,38000
Mercedes-Benz,GLE-Class,2016,102000,Automatic,,Silver,,,            Drive          ,6,,125000
Lexus,ES,2021,36000,Automatic,,Blue,,,            Drive          ,6,,210000
Kia,Sportage,2015,182000,Automatic,,Silver,,,            Drive          ,4,,45000
Mercedes-Benz,E-Class,2018,35000,Automatic,,Silver,,,            Drive          ,8,,353500
BMW,5,2020,58000,Automatic,,Black,,,            Drive          ,4,,140000
Volkswagen,Touareg,2012,85000,Automatic,,Brown,,,            Drive          ,6,,50000
Kia,Mohave,2015,198000,Automatic,,White,,,            Drive          ,6,,38500
Audi,A4,2015,71000,Automatic,,Grey,,,            Drive          ,4,,60000
Toyota,Camry,2018,201000,Automatic,,White,,,            Drive          ,4,,60000
BMW,X6,2010,251000,Automatic,,Red,,,            Drive          ,6,,45000
Toyota,Fortuner,2015,276000,Automatic,,Silver,,,            Drive          ,6,,65000
Lexus,ES,2016,262000,Automatic,,White,,,            Drive          ,6,,85000
BMW,7,2018,49500,Automatic,,Grey,,,            Drive          ,4,,198000
Toyota,Corolla,2020,126000,Automatic,,White,,,            Drive          ,3,,64000
Ford,F-150,2015,172000,Automatic,,,,,            Drive          ,8,,70000
Hyundai,Tucson,2017,87000,Automatic,,Orange,,,            Drive          ,4,,64000
Toyota,Fortuner,2018,158000,Automatic,,Black,,,            Drive          ,6,,92000
Audi,A6,2016,236000,Automatic,,Black,,,            Drive          ,4,,55000
Kia,Optima,2016,190000,Automatic,,White,,,            Drive          ,4,,38000
Mazda,2,2016,72000,Automatic,Petrol,Gray,4.0,1.0,            Front Wheel Drive          ,4,Perfect inside out,35000
Hyundai,Elantra,2016,130,Automatic,Diesel,Brown,4.0,1600.0,            Front Wheel Drive          ,4,Perfect inside out,20000
Toyota,Fortuner,2010,230000,,,White,,,            Drive          ,,Perfect inside out,33000
Toyota,Camry,2016,170000,,,White,,,            Drive          ,,Perfect inside out,40000
Toyota,Camry,2012,125000,,,White,,,            Drive          ,,Perfect inside out,22000
Kia,Sorento,2016,104000,Automatic,Petrol,White,4.0,3500.0,            All Wheel Drive          ,6,Perfect inside out,52000
Hyundai,Elantra,2015,150000,Automatic,Petrol,White,4.0,1800.0,            Rear Wheel Drive          ,4,Perfect inside out,17000
Hyundai,Elantra,2020,52000,Automatic,Petrol,Black,4.0,1591.0,            Front Wheel Drive          ,4,Minor wear and tear,38000
Hyundai,Sonata,2012,130000,Automatic,Petrol,White,4.0,1591.0,            Front Wheel Drive          ,4,Perfect inside out,15000
Toyota,Corolla,2012,77000,CVT,Petrol,White,,1600.0,            Front Wheel Drive          ,4,Perfect inside out,18000
Hyundai,Elantra,2016,123000,Automatic,Petrol,Red,4.0,1600.0,            Front Wheel Drive          ,4,Perfect inside out,16000
BMW,7,2014,249000,Automatic,,Black,,,            Drive          ,6,,70000
Dodge,Durango,2013,220000,Automatic,,Red,,,            Drive          ,8,,40000
Ford,Fusion,2017,244000,Automatic,,White,,,            Drive          ,4,,45000
Toyota,Fortuner,2019,148000,Automatic,,Grey,,,            Drive          ,4,,88000
Ford,Expedition,2013,189000,Automatic,,Black,,,            Drive          ,8,,55000
Nissan,Patrol,2021,4000,Automatic,,Blue,,,            Drive          ,6,,260000
Ford,Expedition,2015,193000,Automatic,,Red,,,            Drive          ,6,,70000
Land Rover,Rover,2016,227000,Automatic,,Black,,,            Drive          ,4,,100000
Ford,Expedition,2013,164000,Automatic,,Red,,,            Drive          ,8,,43000
Volkswagen,CC,2011,211000,Automatic,,White,,,            Drive          ,4,,22000
GMC,Acadia,2012,603000,Automatic,,White,,,            Drive          ,6,,33000
Chrysler,300,2017,165000,Automatic,,White,,,            Drive          ,6,,77000
Volkswagen,Golf,2016,106000,Automatic,,White,,,            Drive          ,4,,100000
Lexus,LX,2013,108000,Automatic,,Gold,,,            Drive          ,8,,200000
Honda,Accord,2019,130000,Automatic,,Grey,,,            Drive          ,4,,85000
Lexus,ES,2012,180000,Automatic,,White,,,            Drive          ,6,,45000
Nissan,Patrol,2014,57000,Manual,,Silver,,,            Drive          ,6,,68000
Geely,Emgrand,2016,253000,Automatic,,White,,,            Drive          ,4,,28000
Toyota,Yaris,2017,230000,Automatic,,,,,            Drive          ,4,,32000
Dodge,Durango,2013,236000,Automatic,,Black,,,            Drive          ,6,,33000
Ford,Ranger,2015,288000,Manual,,Red,,,            Drive          ,4,,31000
Toyota,FJ,2012,283000,Automatic,,Red,,,            Drive          ,6,,57000
Chevrolet,Tahoe,2017,86000,Automatic,,Gold,,,            Drive          ,8,,120000
Ford,Mustang,2016,152000,Automatic,,Yellow,,,            Drive          ,4,,72000
Dodge,Challenger,2018,46000,Automatic,,White,,,            Drive          ,6,,85000
BMW,X5,2012,286000,Automatic,,White,,,            Drive          ,6,,51000
Hyundai,Grand,2016,102000,Automatic,,Silver,,,            Drive          ,6,,81000
Changan,Alsvin,2022,1000,Automatic,,Silver,,,            Drive          ,4,,51000
Honda,Odyssey,2011,243000,Automatic,,Gold,,,            Drive          ,6,,28000
Land Rover,Rover,2019,70000,Automatic,,Gold,,,            Drive          ,6,,420000
Lexus,LS,2012,246000,Automatic,,Black,,,            Drive          ,8,,66000
Toyota,Land,2015,260000,Automatic,,White,,,            Drive          ,8,,140000
Ford,F-150,2013,200000,Automatic,Petrol,Black,4.0,500.0,            All Wheel Drive          ,8,Perfect inside out,65000
Mazda,3,2016,200000,,,White,,,            Drive          ,,Perfect inside out,36000
Hyundai,Accent,2015,180000,,,Gray,,,            Drive          ,,Perfect inside out,25000
Hyundai,Tucson,2011,188000,,,White,,,            Drive          ,,Perfect inside out,17000
Toyota,Corolla,2015,68000,,,Black,,,            Drive          ,,Perfect inside out,18000
Kia,Sportage,2017,82000,,,White,,,            Drive          ,,Perfect inside out,32000
Toyota,Yaris,2016,40000,,,White,,,            Drive          ,,Perfect inside out,20000
Kia,Sportage,2016,78000,,,Silver,,,            Drive          ,,Perfect inside out,38000
Hyundai,Accent,2016,178000,,,White,,,            Drive          ,,Perfect inside out,18000
Toyota,Rav4,2016,120000,,,White,,,            Drive          ,,Perfect inside out,38000
Hyundai,Elantra,2015,200000,,,White,,,            Drive          ,,Perfect inside out,20000
Hyundai,Elantra,2015,362548,,,White,,,            Drive          ,,Perfect inside out,18000
Hyundai,Elantra,2017,28100,,,Blue,,,            Drive          ,,Perfect inside out,25000
Toyota,Yaris,2017,99000,,,Bronze,,,            Drive          ,,Perfect inside out,23000
Hyundai,Accent,2013,300000,,,Silver,,,            Drive          ,,Perfect inside out,14000
Toyota,Camry,2013,300000,,,White,,,            Drive          ,,Perfect inside out,13000
Toyota,Innova,2018,189000,,,White,,,            Drive          ,,Perfect inside out,30000
Toyota,Yaris,2016,167000,,,White,,,            Drive          ,,Perfect inside out,16000
Toyota,Corolla,2015,167000,,,White,,,            Drive          ,Not Sure,Perfect inside out,16000
Hyundai,Accent,2015,178000,,,White,,,            Drive          ,,Perfect inside out,20000
Hyundai,Elantra,2018,117000,,,White,,,            Drive          ,,Perfect inside out,30000
Toyota,Corolla,2018,127000,,,White,,,            Drive          ,,Perfect inside out,25000
Toyota,Yaris,2014,268000,,,Gray,,,            Drive          ,,Perfect inside out,20000
Toyota,Land,2014,250000,,,Gray,,,            Drive          ,,Perfect inside out,85000
Kia,Carens,2019,18046,,,White,,,            Drive          ,,Perfect inside out,40000
Hyundai,Sonata,2018,148000,,,Beige,,,            Drive          ,,Perfect inside out,57000
GMC,Acadia,2010,270000,,,Black,,,            Drive          ,,Perfect inside out,15000
Mercedes-Benz,CLC,2012,210000,,,Black,,,            Drive          ,,Perfect inside out,35000
Kia,Carnival,2016,140000,,,Black,,,            Drive          ,,Perfect inside out,45000
Toyota,Fortuner,2016,91000,,,White,,,            Drive          ,,Perfect inside out,75000
Jeep,Cherokee,2014,220000,,,Black,,,            Drive          ,,Perfect inside out,65000
Hyundai,Sonata,2007,250000,,,Gray,,,            Drive          ,,Perfect inside out,9000
Mercedes-Benz,C-Class,2009,110000,,,Gold,,,            Drive          ,,Perfect inside out,300000
Toyota,FJ,2010,250000,,,Black,,,            Drive          ,,Perfect inside out,48000
Hyundai,Tucson,2018,189000,,,Gray,,,            Drive          ,,Perfect inside out,32000
Hyundai,Elantra,2018,130000,,,Blue,,,            Drive          ,,Perfect inside out,22000
Hyundai,Sonata,2012,45870,,,White,,,            Drive          ,,Perfect inside out,24000
Toyota,Innova,2013,188000,,,Gray,,,            Drive          ,,Perfect inside out,17000
Mazda,2,2011,217000,,,White,,,            Drive          ,,Perfect inside out,18000
Hyundai,Santa,2018,78523,,,Gray,,,            Drive          ,,Perfect inside out,30000
Chevrolet,Traverse,2010,176000,,,Black,,,            Drive          ,,Perfect inside out,22500
Hyundai,Elantra,2016,130,Automatic,Diesel,White,4.0,,            Front Wheel Drive          ,4,Perfect inside out,20000
Toyota,Corolla,2017,112000,Automatic,Petrol,White,4.0,1600.0,            Front Wheel Drive          ,4,Perfect inside out,30000
BMW,X5,2014,191000,Automatic,,Black,,,            Drive          ,8,,94000
BMW,7,2010,219000,Automatic,,,,,            Drive          ,6,,31000
Chevrolet,Tahoe,2013,321000,Automatic,,Black,,,            Drive          ,8,,29800
Hyundai,Sonata,2018,132000,Automatic,,Silver,,,            Drive          ,4,,52000
Kia,Mohave,2019,26000,Automatic,,Black,,,            Drive          ,6,,105000
Toyota,FJ,2016,78500,Automatic,,Brown,,,            Drive          ,6,,85000
Toyota,Land,2014,190000,Automatic,,White,,,            Drive          ,8,,120000
Toyota,,2022,0,,,Gray,,,            Drive          ,,Perfect inside out,140000
Land Rover,Cruiser,2022,0,,,White,,,            Drive          ,,Perfect inside out,215000
Toyota,,2022,0,,,White,,,            Drive          ,,Perfect inside out,138000
Land Rover,Cruiser,2022,0,,,White,,,            Drive          ,,Perfect inside out,228000
Land Rover,Cruiser,2022,0,,,Gray,,,            Drive          ,,Perfect inside out,228000
Dodge,Charger,2014,154000,,,Black,,,            Drive          ,,Perfect inside out,32000
Toyota,Corolla,2016,138000,,,White,,,            Drive          ,,Perfect inside out,32000
Hyundai,Elantra,2016,130000,,,White,,,            Drive          ,,Perfect inside out,32000
Hyundai,Elantra,2014,100000,,,White,,,            Drive          ,,Perfect inside out,30000
Hyundai,Elantra,2010,360000,,,White,,,            Drive          ,,Perfect inside out,16500
Toyota,Rav4,2012,218000,,,White,,,            Drive          ,,Perfect inside out,275000
Hyundai,Tucson,2011,280000,,,White,,,            Drive          ,,Perfect inside out,29000
Toyota,Land,2014,300000,,,Gray,,,            Drive          ,,Perfect inside out,85000
Toyota,Land,2014,85000,,,Gray,,,            Drive          ,,Perfect inside out,200000
GMC,Yukon,2011,370000,Automatic,Petrol,Black,5.0,5300.0,            Rear Wheel Drive          ,8,Perfect inside out,43000
Hyundai,Elantra,2016,130,Automatic,Diesel,Brown,4.0,,            Front Wheel Drive          ,4,Perfect inside out,20000
Ford,Explorer,2015,180000,Automatic,Petrol,Silver,4.0,3500.0,            All Wheel Drive          ,6,Perfect inside out,65000
Nissan,Pathfinder,2019,175000,Automatic,,White,,,            Drive          ,6,,80000
Cadillac,ESCALADE,2019,44000,Automatic,,Black,,,            Drive          ,6,,300000
Chevrolet,Tahoe,2018,141000,Automatic,,Blue,,,            Drive          ,8,,150000
Hyundai,Sonata,2018,62000,Automatic,,Silver,,,            Drive          ,4,,65000
Kia,Telluride,2021,62000,Automatic,,White,,,            Drive          ,6,,130000
Toyota,Camry,2017,170000,Automatic,,White,,,            Drive          ,4,,54000
Toyota,Land,2021,16000,Automatic,,Black,,,            Drive          ,8,,320000
Ford,Expedition,2010,323000,Automatic,,Silver,,,            Drive          ,8,,25800
Land Rover,Rover,2017,76000,Automatic,,White,,,            Drive          ,6,,320000
Toyota,Land,2011,195000,Automatic,,Gold,,,            Drive          ,6,,100000
Mercedes-Benz,E-Class,2017,68000,Automatic,,White,,,            Drive          ,4,,175000
Dodge,Durango,2014,197000,Automatic,,Black,,,            Drive          ,8,,72000
Toyota,Hilux,2016,275000,Automatic,,White,,,            Drive          ,4,,55000
Toyota,Aurion,2015,276000,Automatic,,Red,,,            Drive          ,6,,48000
BMW,7,2010,82000,Automatic,,Gold,,,            Drive          ,6,,67000
Dodge,Charger,2013,230000,Automatic,Petrol,Red,4.0,5700.0,            Rear Wheel Drive          ,8,Perfect inside out,43000
Ford,Explorer,2016,50000,Automatic,Petrol,Blue,4.0,3500.0,            Front Wheel Drive          ,6,Perfect inside out,110000
Geely,Coolray,2022,525,Automatic,Petrol,Silver,5.0,1500.0,            Front Wheel Drive          ,3,Minor wear and tear,70000
Porsche,Cayenne,2013,260,Automatic,Petrol,White,4.0,4800.0,            All Wheel Drive          ,8,Perfect inside out,88000
Hyundai,Elantra,2016,120,Automatic,Diesel,Teal,4.0,1600.0,            Front Wheel Drive          ,4,Perfect inside out,20000
Kia,Optima,2014,248000,Automatic,Petrol,White,4.0,2000.0,            Front Wheel Drive          ,4,Perfect inside out,25000
Nissan,Altima,2017,162000,CVT,Petrol,White,4.0,2500.0,            Front Wheel Drive          ,4,Perfect inside out,39999
Toyota,,2022,0,,,Black,,,            Drive          ,,Perfect inside out,158000
Cadillac,Brougham,1988,250000,Automatic,,Black,,,            Drive          ,8,,40000
Porsche,Panamera,2011,200000,Automatic,,White,,,            Drive          ,6,,59000
Toyota,Corolla,2013,270000,Manual,,Silver,,,            Drive          ,4,,21000
Mercedes-Benz,560,1990,131000,Automatic,,Silver,,,            Drive          ,8,,22000
Changan,CS95,2022,2000,Automatic,,Black,,,            Drive          ,4,,118000
Kia,Optima,2014,361000,Automatic,,White,,,            Drive          ,4,,25000
Mercedes-Benz,G-Class,2013,300000,Automatic,,White,,,            Drive          ,8,,180000
Audi,A8,2014,225000,Automatic,,White,,,            Drive          ,6,,95000
Ford,Fusion,2014,263000,Automatic,,White,,,            Drive          ,4,,33000
Toyota,FJ,2016,185000,Automatic,,Red,,,            Drive          ,6,,96000
GMC,Yukon,2013,269000,Automatic,,Brown,,,            Drive          ,8,,66000
Lexus,LS,2015,164000,Automatic,,Brown,,,            Drive          ,8,,136000
Nissan,Patrol,2013,286000,Manual,,White,,,            Drive          ,6,,58000
Audi,A6,2018,140000,Automatic,,White,,,            Drive          ,6,,95000
Toyota,Camry,2014,290000,Automatic,,Silver,,,            Drive          ,4,,28000
Chevrolet,Impala,2015,301000,Automatic,,White,,,            Drive          ,6,,33000
Ford,Expedition,2014,281000,Automatic,,Silver,,,            Drive          ,8,,40000
Nissan,Sentra,2017,100000,Automatic,,White,,,            Drive          ,4,,40000
Toyota,Yaris,2020,8000,Automatic,,White,,,            Drive          ,4,,55000
Hyundai,Santa,2017,121000,Automatic,,Silver,,,            Drive          ,4,,78000
Hyundai,Santa,2018,126000,Automatic,,Grey,,,            Drive          ,4,,78000
Lexus,LX,2010,385000,Automatic,,Black,,,            Drive          ,8,,90000
Honda,Odyssey,2015,253000,Automatic,,Blue,,,            Drive          ,6,,46000
Hyundai,Sonata,2016,340000,Automatic,,White,,,            Drive          ,4,,41000
Toyota,Land,2006,400000,,,White,,,            Drive          ,,Perfect inside out,42000
Hyundai,Sonata,2020,49000,,,Black,,,            Drive          ,,Perfect inside out,66000
Hyundai,Elantra,2015,271000,,,Black,,,            Drive          ,,Perfect inside out,31000
Hyundai,Elantra,2014,200000,,,White,,,            Drive          ,,Perfect inside out,26000
Hyundai,,2022,0,,,Gray,,,            Drive          ,,Perfect inside out,116150
Hyundai,,2022,0,,,Gray,,,            Drive          ,,Perfect inside out,135700
Changan,,2022,0,,,Red,,,            Drive          ,,Perfect inside out,103500
Changan,,2022,0,,,Blue,,,            Drive          ,,Perfect inside out,117001
Dodge,Challenger,2014,170,Automatic,Petrol,Black,4.0,,            Rear Wheel Drive          ,8,Minor wear and tear,58000
Ford,Fusion,2014,163150,Automatic,Petrol,Black,4.0,2500.0,            Front Wheel Drive          ,4,Minor wear and tear,36500
Mazda,6,2016,251000,Automatic,,Red,,,            Drive          ,4,,33000
Mercedes-Benz,GLE-Class,2016,241000,Automatic,,White,,,            Drive          ,6,,150000
Hyundai,Sonata,2017,301000,Automatic,,White,,,            Drive          ,4,,43000
Ford,Mustang,2019,65000,Automatic,,Blue,,,            Drive          ,4,,124000
Dodge,Charger,2013,178000,Automatic,,Blue,,,            Drive          ,8,,40000
Cadillac,CT4,2020,33000,Automatic,,White,,,            Drive          ,4,,140000
Nissan,Pathfinder,2018,79000,Automatic,,Green,,,            Drive          ,6,,75000
Toyota,Camry,2017,138000,Automatic,,Grey,,,            Drive          ,4,,65000
Ford,F-150,2021,12000,Automatic,,Silver,,,            Drive          ,6,,210000
Honda,Accord,2014,324000,Automatic,,White,,,            Drive          ,4,,35000
Lexus,LX,2016,119000,Automatic,,Grey,,,            Drive          ,8,,260000
BMW,X3,2014,149000,Automatic,,Silver,,,            Drive          ,6,,64000
GMC,Yukon,2021,45000,Automatic,,Grey,,,            Drive          ,8,,190000
Infiniti,QX50,2015,57000,Automatic,,Grey,,,            Drive          ,6,,80000
GMC,Yukon,2015,258000,Automatic,,Blue,,,            Drive          ,8,,92000
Kia,Sportage,2016,251000,Automatic,,Black,,,            Drive          ,4,,36000
Toyota,Corolla,2015,298000,Automatic,,White,,,            Drive          ,4,,40000
Toyota,Corolla,2013,240000,Automatic,Petrol,White,4.0,1598.0,            Front Wheel Drive          ,4,Perfect inside out,32000
Toyota,Land,2006,436000,,,Black,,,            Drive          ,,Perfect inside out,35000
Toyota,Land,2008,500000,,,Blue,,,            Drive          ,,Perfect inside out,55000
Kia,Sportage,2015,44000,,,White,,,            Drive          ,,Perfect inside out,36000
Hyundai,Sonata,2013,230000,,,Gray,,,            Drive          ,,Perfect inside out,27000
Toyota,Camry,2013,260000,,,Black,,,            Drive          ,,Perfect inside out,33000
Hyundai,Santa,2018,110000,,,White,,,            Drive          ,,Perfect inside out,62000
Toyota,Land,2005,290000,,,Gold,,,            Drive          ,,Perfect inside out,35000
Mitsubishi,Pajero,2005,360000,,,Silver,,,            Drive          ,,Perfect inside out,15000
Hyundai,Elantra,2017,150000,,,White,,,            Drive          ,,Perfect inside out,37000
Hyundai,Elantra,2012,300000,,,Blue,,,            Drive          ,,Perfect inside out,24000
Toyota,Corolla,2016,146000,,,White,,,            Drive          ,,Perfect inside out,40000
Kia,Sportage,2013,380000,,,Red,,,            Drive          ,,Perfect inside out,15000
Toyota,Land,2005,35000,,,Beige,,,            Drive          ,,Perfect inside out,29000
Kia,Sportage,2017,180000,,,Orange,,,            Drive          ,,Perfect inside out,56000
Hyundai,Sonata,2014,320000,,,White,,,            Drive          ,,Perfect inside out,32000
Toyota,Land,2003,300000,,,White,,,            Drive          ,,Perfect inside out,28000
Toyota,Fortuner,2006,400000,,,Black,,,            Drive          ,,Perfect inside out,33000
Toyota,Land,2007,370000,,,Gold,,,            Drive          ,,Perfect inside out,44000
Toyota,Corolla,2016,190000,,,White,,,            Drive          ,,Perfect inside out,35000
Toyota,Corolla,2015,25000,,,Gray,,,            Drive          ,,Perfect inside out,35000
Toyota,Corolla,2012,350000,,,Gray,,,            Drive          ,,Perfect inside out,25000
Toyota,Yaris,2019,113000,,,Bronze,,,            Drive          ,,Perfect inside out,40000
Toyota,Yaris,2011,22000,,,Blue,,,            Drive          ,,Perfect inside out,28000
Mitsubishi,4th,2016,205000,Automatic,Petrol,White,5.0,3.0,            Rear Wheel Drive          ,6,Perfect inside out,55000
Toyota,Corolla,2013,150000,Automatic,Petrol,Blue,4.0,,            Front Wheel Drive          ,4,Perfect inside out,28000
Toyota,Fortuner,2016,79000,Automatic,,White,,,            Drive          ,4,,85000
Lexus,LS-Series,2018,68000,Automatic,,Gold,,,            Drive          ,6,,285000
Land Rover,Rover,2020,63000,Automatic,,White,,,            Drive          ,4,,225000
Ford,Expedition,2015,353000,Automatic,,Red,,,            Drive          ,6,,56000
Land Rover,Rover,2015,197000,Automatic,,Black,,,            Drive          ,8,,170000
Isuzu,D-MAX,2018,128000,Automatic,,White,,,            Drive          ,6,,95000
Toyota,Land,2015,73000,Manual,,Brown,,,            Drive          ,6,,110650
Chevrolet,Tahoe,2014,294000,Automatic,,Black,,,            Drive          ,8,,65000
Dodge,Charger,2017,231000,Automatic,,Other,,,            Drive          ,6,,65000
GMC,Yukon,2011,296000,Automatic,,Grey,,,            Drive          ,8,,36000
Chevrolet,Silverado,2016,236000,Automatic,,White,,,            Drive          ,8,,70000
Chrysler,300C,2012,229000,Automatic,,Black,,,            Drive          ,8,,35000
Genesis,G80,2015,216000,Automatic,,White,,,            Drive          ,6,,55000
Lexus,ES,2015,116000,Automatic,,White,,,            Drive          ,6,,88000
Hyundai,Santa,2019,92000,Automatic,Petrol,Silver,5.0,3500.0,            All Wheel Drive          ,6,Perfect inside out,120000
Maserati,Quattroporte,2020,6200,Automatic,Petrol,Black,4.0,2979.0,            Rear Wheel Drive          ,6,Perfect inside out,350000
BMW,X5,2011,133000,CVT,Petrol,Brown,4.0,3500.0,            All Wheel Drive          ,6,Minor wear and tear,40000
Kia,K8,2022,16700,Automatic,Petrol,Blue,4.0,3470.0,            Front Wheel Drive          ,6,Perfect inside out,150000
Toyota,Corolla,2015,110000,Automatic,Petrol,Silver,4.0,,            Drive          ,Not Sure,Perfect inside out,40000
Hyundai,Grand,2014,182000,Automatic,Petrol,Black,4.0,3500.0,            Front Wheel Drive          ,6,Perfect inside out,56000
Lexus,ES,2016,163000,Automatic,Petrol,Brown,4.0,3.0,            Front Wheel Drive          ,6,Perfect inside out,145000
Nissan,X-Trail,2016,163560,Automatic,Petrol,Gray,4.0,2500.0,            Front Wheel Drive          ,4,Perfect inside out,48500
Ford,F-150,2010,115000,Automatic,,Orange,,,            Drive          ,8,,80000
Nissan,Pathfinder,2010,208000,Automatic,,Black,,,            Drive          ,6,,24000
Mercedes-Benz,S-Class,2014,83000,Automatic,,Black,,,            Drive          ,8,,200000
Chevrolet,Impala,2015,286000,Automatic,,Black,,,            Drive          ,6,,51000
BMW,7,2012,232000,Automatic,,Grey,,,            Drive          ,6,,50000
Kia,Optima,2016,193000,Automatic,,White,,,            Drive          ,4,,56000
Land Rover,Rover,2015,118000,Automatic,,Gold,,,            Drive          ,8,,202000
Kia,Sportage,2021,36000,Automatic,,Blue,,,            Drive          ,4,,95000
Hyundai,Accent,2020,61000,Automatic,,Silver,,,            Drive          ,4,,54000
Hyundai,Sonata,2017,196000,Automatic,,Silver,,,            Drive          ,4,,52800
Nissan,Patrol,2016,260000,Automatic,,Green,,,            Drive          ,6,,60000
GMC,Yukon,2013,271000,Automatic,,Gold,,,            Drive          ,8,,50000
Renault,Fluence,2014,151000,Automatic,,White,,,            Drive          ,4,,25000
GMC,Yukon,2019,72000,Automatic,,Silver,,,            Drive          ,8,,157000
Lexus,LS,2013,293000,Automatic,,White,,,            Drive          ,8,,115000
Toyota,FJ,2012,389000,Automatic,,White,,,            Drive          ,6,,55000
Toyota,Camry,2017,287000,Automatic,,White,,,            Drive          ,4,,55000
Toyota,Hilux,2014,232000,Automatic,,White,,,            Drive          ,4,,57000
