car_make,car_model,model_year,km,transmission,fuel,color,no_doors,engine_capacity,drive_type,no_cylinders,Accident_history,price
Kia,Sportage,2017,82000,Automatic,Petrol,White,,2400.0,            Drive          ,,Perfect inside out,22000
Toyota,Corolla,2010,168000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,7000
Toyota,Corolla,2013,319000,Automatic,Petrol,Black,,1800.0,            Drive          ,,Perfect inside out,15000
Toyota,Camry,2017,144000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,25000
Hyundai,Elantra,2019,77000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,25000
Toyota,Camry,2012,210000,CVT,Hybrid,White,4.0,2500.0,            Front Wheel Drive          ,NaN,Perfect inside out,14000
Hyundai,Tucson,2017,141000,Automatic,Petrol,Silver,,1999.0,            Drive          ,,Perfect inside out,45000
Toyota,Camry,2008,265000,Automatic,Petrol,Red,,2500.0,            Drive          ,,Perfect inside out,12000
Toyota,Corolla,2013,150000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,17000
Volkswagen,Touareg,2006,200000,Automatic,Petrol,Black,,3600.0,            Drive          ,,Perfect inside out,19000
BMW,7,2006,240000,Automatic,Petrol,Black,,3000.0,            Drive          ,,Perfect inside out,24000
Mercedes-Benz,SLC,2003,239000,Automatic,Petrol,Black,,2729.2704912876643,            Drive          ,,Perfect inside out,18000
Toyota,Rav4,2015,183000,Automatic,Petrol,Black,,2500.0,            Drive          ,,Perfect inside out,40000
Toyota,Corolla,2010,235000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,8000
Mini,Cooper,2018,56000,Automatic,Petrol,Pink,3.0,1600.0,            Front Wheel Drive          ,4,Perfect inside out,38000
Haval,H9,2020,115000,Automatic,Petrol,Beige,5.0,1997.0,            All Wheel Drive          ,4,Minor wear and tear,80000
Kia,Optima,2016,265000,Automatic,Petrol,white,,2400.0,            Drive          ,4,Perfect inside out,48000
Dodge,Charger,2015,230000,Automatic,Petrol,white,,3600.0,            Drive          ,8,Perfect inside out,90000
Toyota,Camry,2015,241000,Automatic,Petrol,white,,2500.0,            Drive          ,4,Perfect inside out,50000
BMW,7,2015,119000,Automatic,Petrol,white,,3000.0,            Drive          ,6,Perfect inside out,105000
Kia,Optima,2015,171000,Automatic,Petrol,white,,2400.0,            Drive          ,4,Perfect inside out,41000
Audi,A8,2020,35000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,6,Perfect inside out,310000
Kia,Mohave,2016,136000,Automatic,Petrol,white,,6.0,            Drive          ,6,Perfect inside out,46000
Hyundai,Azera,2012,308000,Automatic,Petrol,white,,3500.0,            Drive          ,6,Perfect inside out,40000
Land Rover,Rover,2015,200000,Automatic,Petrol,white,,4395.0,            Drive          ,8,Perfect inside out,203000
Hyundai,Accent,2014,157000,Automatic,Petrol,white,,1591.0,            Drive          ,4,Perfect inside out,31000
Honda,Accord,2020,53000,Automatic,Petrol,white,,1500.0,            Drive          ,4,Perfect inside out,81200
Jeep,Grand,2014,365000,Automatic,Petrol,white,,1197.0,            Drive          ,8,Perfect inside out,75000
Volkswagen,CC,2016,162000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,4,Perfect inside out,33000
Ford,Edge,2014,200000,Automatic,Petrol,white,,2000.0,            Drive          ,6,Perfect inside out,39000
Jeep,Wrangler,2016,197000,Automatic,Petrol,white,,2000.0,            Drive          ,6,Perfect inside out,80000
Cadillac,SRX,2012,197000,Automatic,Petrol,white,,3600.0,            Drive          ,6,Perfect inside out,28000
Toyota,Camry,2018,68000,Automatic,Petrol,white,,2500.0,            Drive          ,4,Perfect inside out,85000
Toyota,Corolla,2015,195000,Automatic,Petrol,white,,1800.0,            Drive          ,4,Perfect inside out,42000
Mini,Cooper,2017,140000,Automatic,Petrol,white,,1600.0,            Drive          ,3,Perfect inside out,60000
Jeep,Wrangler,2014,140000,Automatic,Petrol,white,,2000.0,            Drive          ,6,Perfect inside out,85000
Chevrolet,Tahoe,2010,184000,Automatic,Petrol,white,,5300.0,            Drive          ,8,Perfect inside out,24000
Kia,Sorento,2014,230000,Automatic,Petrol,white,,2500.0,            Drive          ,6,Perfect inside out,38000
Kia,Cerato,2014,376000,Automatic,Petrol,white,,2000.0,            Drive          ,4,Perfect inside out,24000
Toyota,Fortuner,2017,132000,Automatic,Petrol,white,,2500.0,            Drive          ,4,Perfect inside out,85000
Kia,Cerato,2019,106000,Automatic,Petrol,white,,2000.0,            Drive          ,4,Perfect inside out,48000
Hyundai,Genesis,2016,203000,Automatic,Petrol,white,,3800.0,            Drive          ,6,Perfect inside out,75000
Honda,Accord,2013,351000,Automatic,Petrol,white,,1500.0,            Drive          ,4,Perfect inside out,36000
GMC,Yukon,2018,80000,Automatic,Petrol,white,,5300.0,            Drive          ,8,Perfect inside out,138000
GMC,Yukon,2011,253000,Automatic,Petrol,white,,5300.0,            Drive          ,8,Perfect inside out,41000
Honda,Odyssey,2014,127000,Automatic,Petrol,white,,3500.0,            Drive          ,6,Perfect inside out,35000
Ford,Expedition,2014,294000,Automatic,Petrol,white,,5400.0,            Drive          ,8,Perfect inside out,43000
GMC,Yukon,2022,4000,Automatic,Petrol,white,,5300.0,            Drive          ,8,Perfect inside out,340000
Kia,Grand,2016,271000,Automatic,Petrol,white,,1197.0,            Drive          ,6,Perfect inside out,36000
Nissan,Armada,2012,305000,Automatic,Petrol,White,,2778.5,            Drive          ,8,Perfect inside out,27000
Toyota,Corolla,2020,66000,Automatic,Petrol,white,,1800.0,            Drive          ,4,Perfect inside out,58000
Ford,Expedition,2013,322000,Automatic,Petrol,white,,5400.0,            Drive          ,8,Perfect inside out,31000
GMC,Yukon,2016,263000,Automatic,Petrol,white,,5300.0,            Drive          ,8,Perfect inside out,138000
Hyundai,Elantra,2014,307000,Manual,Petrol,white,,1800.0,            Drive          ,4,Perfect inside out,25000
Toyota,Land,2013,293000,Automatic,Petrol,white,,5700.0,            Drive          ,8,Perfect inside out,130000
Ford,Expedition,2013,295000,Automatic,Petrol,white,,5400.0,            Drive          ,8,Perfect inside out,70000
MG,RX5,2019,62000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,4,Perfect inside out,70000
Toyota,Highlander,2022,7000,Automatic,Petrol,white,,2500.0,            Drive          ,4,Perfect inside out,145000
Mercedes-Benz,A35,2021,30000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,4,Perfect inside out,210000
Chevrolet,Tahoe,2011,248000,Automatic,Petrol,white,,5300.0,            Drive          ,8,Perfect inside out,37000
BMW,7,2016,148000,Automatic,Petrol,white,,3000.0,            Drive          ,8,Perfect inside out,162500
Jeep,Wrangler,2012,192000,Automatic,Petrol,white,,2000.0,            Drive          ,6,Perfect inside out,65000
Geely,Emgrand,2014,96000,Automatic,Petrol,Grey,,2193.25,            Drive          ,4,Perfect inside out,13000
GMC,Yukon,2012,260000,Automatic,Petrol,white,,5300.0,            Drive          ,8,Perfect inside out,54000
Kia,Cerato,2014,350000,Manual,Petrol,white,,2000.0,            Drive          ,4,Perfect inside out,20000
Fiat,500,2020,8000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,4,Perfect inside out,81500
Chevrolet,Impala,2016,163000,Automatic,Petrol,white,,3564.0,            Drive          ,6,Perfect inside out,44000
Porsche,Macan,2015,184000,Automatic,Petrol,white,,2997.0,            Drive          ,6,Perfect inside out,132500
Infiniti,QX60,2015,155000,Automatic,Petrol,white,,3496.0,            Drive          ,6,Perfect inside out,56100
Nissan,Sunny,2022,21000,Automatic,Petrol,white,,1499.0,            Drive          ,4,Perfect inside out,56000
Toyota,Hiace,2014,283000,Manual,Petrol,white,,2694.0,            Drive          ,4,Perfect inside out,46000
Mazda,CX-9,2016,198000,Automatic,Petrol,white,,2500.0,            Drive          ,6,Perfect inside out,48000
Mazda,CX-9,2015,152000,Automatic,Petrol,white,,2500.0,            Drive          ,6,Perfect inside out,45000
Lexus,LS,2013,190000,Automatic,Petrol,white,,4.0,            Drive          ,8,Perfect inside out,122000
Chevrolet,Spark,2016,209000,Automatic,Petrol,Blue,,2729.2704912876643,            Drive          ,4,Perfect inside out,24000
Daihatsu,Terios,2012,147000,Automatic,Petrol,white,,1500.0,            Drive          ,4,Perfect inside out,25000
Ford,F-150,2012,158000,Automatic,Petrol,white,,2100.0,            Drive          ,8,Perfect inside out,40000
Toyota,Camry,2016,307000,Automatic,Petrol,white,,2500.0,            Drive          ,4,Perfect inside out,51000
Chevrolet,Traverse,2016,147000,Automatic,Petrol,white,,3584.5714285714284,            Drive          ,6,Perfect inside out,45000
Nissan,Sunny,2016,147000,Automatic,Petrol,white,,1499.0,            Drive          ,4,Perfect inside out,30000
Mercedes-Benz,C-Class,2017,167000,Automatic,Petrol,white,,1926.5,            Drive          ,4,Perfect inside out,130000
Toyota,Land,2019,51000,Automatic,Petrol,white,,5700.0,            Drive          ,8,Perfect inside out,198000
GMC,Yukon,2021,25000,Automatic,Petrol,white,,5300.0,            Drive          ,8,Perfect inside out,188000
Renault,Fluence,2015,187000,Automatic,Petrol,white,,1600.0,            Drive          ,4,Perfect inside out,15000
Toyota,FJ,2013,242000,Automatic,Petrol,white,,4000.0,            Drive          ,6,Perfect inside out,66000
Kia,Optima,2015,264000,Automatic,Petrol,white,,2400.0,            Drive          ,4,Perfect inside out,35000
Chevrolet,Tahoe,2010,308000,Automatic,Petrol,white,,5300.0,            Drive          ,8,Perfect inside out,37000
Kia,Optima,2015,215000,Automatic,Petrol,white,,2400.0,            Drive          ,4,Perfect inside out,35000
Peugeot,301,2014,210000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,4,Perfect inside out,18000
Mercedes-Benz,S-Class,2011,327000,Automatic,Petrol,white,,2999.0,            Drive          ,6,Perfect inside out,80000
Infiniti,QX80,2019,76000,Automatic,Petrol,white,,2778.5,            Drive          ,8,Perfect inside out,200000
Toyota,FJ,2016,183000,Automatic,Petrol,white,,4000.0,            Drive          ,6,Perfect inside out,88000
Toyota,Land,2016,249000,Automatic,Petrol,white,,5700.0,            Drive          ,8,Perfect inside out,180000
Audi,Q3,2022,1600,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,4,Perfect inside out,255000
Nissan,Altima,2013,336000,Automatic,Petrol,white,,2500.0,            Drive          ,4,Perfect inside out,25000
Chevrolet,Impala,2015,107000,Automatic,Petrol,white,,3564.0,            Drive          ,6,Perfect inside out,39000
Hyundai,Azera,2022,11000,Automatic,Petrol,white,,3500.0,            Drive          ,6,Perfect inside out,165000
Toyota,Land,2015,231000,Automatic,Petrol,white,,5700.0,            Drive          ,4,Perfect inside out,95000
Toyota,Fortuner,2010,220000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,20000
Toyota,Corolla,2013,91000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,13000
Hyundai,Accent,2018,99000,Automatic,Petrol,White,,1591.0,            Drive          ,,Perfect inside out,25000
Toyota,Camry,2018,60000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,36000
Toyota,Camry,2017,88000,Automatic,Petrol,Blue,,2500.0,            Drive          ,,Perfect inside out,20000
Mazda,6,2015,178000,Automatic,Petrol,Silver,4.0,2500.0,            Front Wheel Drive          ,4,Minor wear and tear,35000
Ford,Expedition,2012,300,Automatic,Petrol,Red,4.0,5400.0,            All Wheel Drive          ,NaN,Perfect inside out,35000
Hyundai,Elantra,2013,135000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,18000
Toyota,Corolla,2006,140000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,15000
Toyota,Camry,2014,82000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,25000
Toyota,Hilux,2017,85000,Automatic,Petrol,White,,2700.0,            Drive          ,,Perfect inside out,40000
Toyota,Camry,2014,115000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,20000
Toyota,Land,2015,95000,Automatic,Petrol,White,,5700.0,            Drive          ,,Perfect inside out,30000
Hyundai,Elantra,2014,298000,Automatic,Petrol,Brown,,1800.0,            Drive          ,,Perfect inside out,18000
Toyota,Land,2011,88000,Automatic,Petrol,White,,5700.0,            Drive          ,,Perfect inside out,28000
Hyundai,Elantra,2013,106000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,18000
Toyota,Camry,2010,230000,Automatic,Petrol,Brown,,2500.0,            Drive          ,,Perfect inside out,14000
Toyota,Camry,2010,68000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,13000
Toyota,Camry,2012,123000,Automatic,Petrol,Silver,,2500.0,            Drive          ,,Perfect inside out,22000
Toyota,Land,2013,68000,Automatic,Petrol,White,,5700.0,            Drive          ,,Perfect inside out,30000
Toyota,Camry,2008,105000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,19000
Toyota,Corolla,2007,485000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,6000
Toyota,Corolla,2012,180000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,13000
Toyota,Rav4,2017,102000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,25000
Hyundai,Elantra,2017,172000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,28000
Toyota,Corolla,2007,275000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,8000
Toyota,Corolla,2005,45000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,8000
Toyota,Corolla,2007,160000,Automatic,Petrol,Blue,,1800.0,            Drive          ,,Perfect inside out,10000
Toyota,Corolla,2009,300000,Automatic,Petrol,Black,,1800.0,            Drive          ,,Perfect inside out,13000
Toyota,Camry,2006,88000,Automatic,Petrol,Beige,,2500.0,            Drive          ,,Perfect inside out,12000
Toyota,Camry,2004,300000,Automatic,Petrol,Silver,,2500.0,            Drive          ,,Perfect inside out,7000
Mazda,CX-9,2012,181000,Automatic,Petrol,Black,4.0,3700.0,            All Wheel Drive          ,6,Normal wear and tear with a few issues,32000
Toyota,Land,2009,320000,Automatic,Petrol,White,,5700.0,            Drive          ,,Perfect inside out,30000
Toyota,Yaris,2015,171000,Automatic,Petrol,White,,1496.0,            Drive          ,,Perfect inside out,24000
Toyota,Camry,2007,85000,Automatic,Petrol,Silver,,2500.0,            Drive          ,,Perfect inside out,10000
Hyundai,Sonata,2018,164000,Automatic,Petrol,White,,2400.0,            Drive          ,,Perfect inside out,37000
Mercedes-Benz,C-Class,2018,15400,Automatic,Petrol,Gray,4.0,1595.0,            Rear Wheel Drive          ,4,Perfect inside out,160000
Toyota,Hilux,2006,150000,Automatic,Petrol,White,,2700.0,            Drive          ,,Perfect inside out,20000
Toyota,Land,2014,113000,Automatic,Petrol,Beige,,5700.0,            Drive          ,,Perfect inside out,39000
Toyota,Corolla,2007,300000,Automatic,Petrol,Blue,,1800.0,            Drive          ,,Perfect inside out,10000
Toyota,Corolla,2010,200000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,11500
Toyota,Hilux,2016,172000,Automatic,Petrol,White,,2700.0,            Drive          ,,Perfect inside out,40000
Toyota,Hilux,2006,150000,Automatic,Petrol,White,,2700.0,            Drive          ,,Perfect inside out,30000
Hyundai,Elantra,2016,118000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,28000
Toyota,Camry,2007,150000,Automatic,Petrol,Silver,,2500.0,            Drive          ,,Perfect inside out,15000
Toyota,Land,2009,260000,Automatic,Petrol,White,,5700.0,            Drive          ,,Perfect inside out,40000
Toyota,Yaris,2019,189000,Automatic,Petrol,White,,1496.0,            Drive          ,,Perfect inside out,30000
