car_make,car_model,model_year,km,transmission,fuel,color,no_doors,engine_capacity,drive_type,no_cylinders,Accident_history,price
Chevrolet,Traverse,2012,167000,Automatic,Petrol,Silver,,3584.5714285714284,            Drive          ,6,Perfect inside out,25000
Mitsubishi,Outlander,2019,48000,Automatic,Petrol,White,,2729.2704912876643,            Drive          ,4,Perfect inside out,73500
Toyota,Avanza,2015,195000,Automatic,Petrol,Silver,,1500.0,            Drive          ,4,Perfect inside out,25000
Chevrolet,Camaro,2011,202000,Automatic,Petrol,Silver,,6162.0,            Drive          ,6,Perfect inside out,40000
Hyundai,Elantra,2017,117000,Automatic,Petrol,Blue,,1800.0,            Drive          ,4,Perfect inside out,41000
Ford,Taurus,2021,66000,Automatic,Petrol,Black,,2000.0,            Drive          ,4,Perfect inside out,128000
Mitsubishi,Pajero,2020,22000,Automatic,Petrol,White,,3500.0,            Drive          ,6,Perfect inside out,100000
BMW,X5,2018,44600,Automatic,Petrol,Black,,2998.0,            Drive          ,8,Perfect inside out,225000
Ford,Taurus,2015,136000,Automatic,Petrol,Red,,2000.0,            Drive          ,6,Perfect inside out,55000
Audi,A4,2021,33000,Automatic,Petrol,Silver,,2729.2704912876643,            Drive          ,4,Perfect inside out,195000
Cadillac,ESCALADE,2017,90000,Automatic,Petrol,Black,,2729.2704912876643,            Drive          ,8,Perfect inside out,189000
Kia,Sportage,2015,165000,Automatic,Petrol,White,,2400.0,            Drive          ,4,Perfect inside out,32000
Peugeot,RCZ,2012,180000,Automatic,Petrol,Grey,,2729.2704912876643,            Drive          ,4,Perfect inside out,30800
Chevrolet,Suburban,2013,337000,Automatic,Petrol,Red,,5300.0,            Drive          ,8,Perfect inside out,56000
Chevrolet,Silverado,2015,251000,Automatic,Petrol,Grey,,5300.0,            Drive          ,8,Perfect inside out,51200
Ford,Mustang,2018,34000,Automatic,Petrol,Black,,4066.0,            Drive          ,8,Perfect inside out,180000
GMC,Acadia,2014,151000,Automatic,Petrol,Gold,,3600.0,            Drive          ,6,Perfect inside out,47000
Hyundai,Grand,2018,115000,Automatic,Petrol,Grey,,1197.0,            Drive          ,6,Perfect inside out,75000
Kia,Sorento,2015,218000,Automatic,Petrol,white,,2500.0,            Drive          ,6,Perfect inside out,35000
Porsche,Cayenne,2021,22000,Automatic,Petrol,Red,,4425.0,            Drive          ,8,Perfect inside out,620000
Changan,CS75,2020,90000,Automatic,Petrol,White,,1798.0,            Drive          ,4,Perfect inside out,60000
Ford,F-150,2017,69000,Automatic,Petrol,Grey,,2100.0,            Drive          ,6,Perfect inside out,240000
Lexus,ES,2019,39000,Automatic,Petrol,Grey,,3500.0,            Drive          ,4,Perfect inside out,175000
Toyota,Avanza,2017,130000,Automatic,Petrol,White,,1500.0,            Drive          ,4,Perfect inside out,35000
Ford,Expedition,2021,4000,Automatic,Petrol,Other,,5400.0,            Drive          ,6,Perfect inside out,222000
Mercedes-Benz,GLA,2016,216000,Automatic,Petrol,White,,3.0,            Drive          ,4,Perfect inside out,65000
Ford,Expedition,2013,243000,Automatic,Petrol,Brown,,5400.0,            Drive          ,8,Perfect inside out,46800
Honda,Accord,2015,97000,Automatic,Petrol,Gold,,1500.0,            Drive          ,4,Perfect inside out,70000
Porsche,Panamera,2014,63000,Automatic,Petrol,Black,,2995.0,            Drive          ,6,Perfect inside out,165000
Land Rover,Rover,2016,37000,Automatic,Petrol,Blue,,4395.0,            Drive          ,6,Perfect inside out,205000
Genesis,G80,2016,57000,Automatic,Petrol,Brown,,2729.2704912876643,            Drive          ,8,Perfect inside out,110000
Nissan,X-Trail,2015,208000,Automatic,Petrol,Blue,,2500.0,            Drive          ,4,Perfect inside out,44000
Suzuki,Swift,2022,4000,Automatic,Petrol,Red,,2729.2704912876643,            Drive          ,4,Perfect inside out,62000
Toyota,Land,2018,71000,Automatic,Petrol,White,,5700.0,            Drive          ,8,Perfect inside out,200000
Ford,Explorer,2018,10,Automatic,Petrol,Black,5.0,3497.0,            All Wheel Drive          ,6,Perfect inside out,25000
Hyundai,Grand,2018,48000,Automatic,Diesel,White,4.0,2500.0,            All Wheel Drive          ,6,Perfect inside out,42000
Toyota,Corolla,2018,221,Automatic,Petrol,White,4.0,1800.0,            Front Wheel Drive          ,4,Perfect inside out,33000
Hyundai,Accent,2013,187000,Automatic,Petrol,Black,4.0,1591.0,            Front Wheel Drive          ,4,Perfect inside out,21000
Hyundai,Tucson,2016,76000,Automatic,Petrol,Black,,1999.0,            Drive          ,,Perfect inside out,25000
Toyota,Hilux,2012,300000,Automatic,Petrol,White,,2700.0,            Drive          ,,Perfect inside out,21000
Hyundai,Elantra,2012,360000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,13000
Hyundai,Elantra,2018,220000,Automatic,Petrol,Black,,1800.0,            Drive          ,,Perfect inside out,26000
Toyota,Corolla,2009,320000,Automatic,Petrol,Gray,,1800.0,            Drive          ,,Perfect inside out,10000
Nissan,Patrol,2019,115000,Automatic,Petrol,Black,,5552.0,            Drive          ,,Perfect inside out,155000
Toyota,Corolla,2012,234000,Automatic,Petrol,Black,,1800.0,            Drive          ,,Perfect inside out,15000
Audi,S3,2011,76000,Automatic,Petrol,Red,,2729.2704912876643,            Drive          ,,Perfect inside out,25000
Toyota,Camry,2016,120000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,20000
Hyundai,Elantra,2016,106000,Automatic,Petrol,Brown,,1800.0,            Drive          ,,Perfect inside out,20000
Toyota,Corolla,2007,268000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,15000
Toyota,Camry,2004,50000,Automatic,Petrol,Blue,,2500.0,            Drive          ,,Perfect inside out,8000
Toyota,Camry,2007,188000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,8000
Hyundai,Tucson,2016,154000,Automatic,Petrol,Silver,,1999.0,            Drive          ,,Perfect inside out,17000
Toyota,Corolla,2007,98000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,8000
Toyota,Yaris,2013,253000,Automatic,Petrol,White,,1496.0,            Drive          ,,Perfect inside out,10000
Toyota,Corolla,2014,230000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,18000
Toyota,Camry,2019,27000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,50000
Toyota,Camry,2010,200000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,17000
Hyundai,Accent,2008,300000,Automatic,Petrol,Gray,,1591.0,            Drive          ,,Perfect inside out,10000
Toyota,Hilux,2017,250000,Automatic,Petrol,White,,2700.0,            Drive          ,,Perfect inside out,20000
Toyota,Camry,2017,100000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,40000
Hyundai,Tucson,2022,5000,Automatic,Petrol,Black,,1999.0,            Drive          ,,Perfect inside out,123000
Toyota,Camry,2006,210000,Manual,Petrol,White,4.0,2500.0,            Front Wheel Drive          ,4,Perfect inside out,7000
Toyota,Camry,2004,100000,Automatic,Petrol,Gray,,2500.0,            Drive          ,,Perfect inside out,10000
Toyota,Corolla,2014,170000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,18000
Toyota,Corolla,2010,160000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,12500
Toyota,Yaris,2014,76096,Automatic,Petrol,Silver,,1496.0,            Drive          ,,Perfect inside out,20000
Toyota,Camry,2014,230000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,19000
Chevrolet,Traverse,2012,250000,Automatic,Petrol,White,4.0,3600.0,            All Wheel Drive          ,6,Normal wear and tear with a few issues,22000
Toyota,Camry,2017,150000,Automatic,Petrol,Gray,4.0,2500.0,            Front Wheel Drive          ,4,Minor wear and tear,75000
Mercedes-Benz,300/350/380,2012,136000,Automatic,Petrol,White,4.0,2729.2704912876643,            Rear Wheel Drive          ,6,Perfect inside out,100000
Chevrolet,Caprice,2004,1300000,Automatic,Petrol,Silver,4.0,507.0,            Rear Wheel Drive          ,8,Normal wear and tear with a few issues,12000
Toyota,Camry,2015,88000,Automatic,Petrol,Red,,2500.0,            Drive          ,,Perfect inside out,25000
Toyota,Corolla,2006,176000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,8000
Toyota,Camry,2004,253600,Automatic,Petrol,Silver,,2500.0,            Drive          ,,Perfect inside out,6000
Toyota,Camry,2004,62315,Automatic,Petrol,Gold,,2500.0,            Drive          ,,Perfect inside out,6000
Toyota,Fortuner,2014,160000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,24000
Toyota,Fortuner,2012,110000,Automatic,Petrol,Gold,,2500.0,            Drive          ,,Perfect inside out,18000
Mazda,CX-9,2016,108000,Automatic,Petrol,Silver,5.0,3.0,            Front Wheel Drive          ,6,Minor wear and tear,66000
Toyota,Fortuner,2012,110000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,18000
Toyota,Camry,2008,135000,Automatic,Petrol,White,,2500.0,            Drive          ,4,Perfect inside out,12000
Toyota,Camry,2015,213000,Automatic,Petrol,White,4.0,2500.0,            Front Wheel Drive          ,4,Perfect inside out,45000
Hyundai,County,2019,61000,Automatic,Petrol,Black,,1600.0,            Drive          ,,Perfect inside out,45000
Toyota,Corolla,2013,287000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,15000
Toyota,Hilux,2010,136000,Automatic,Petrol,White,,2700.0,            Drive          ,,Perfect inside out,26000
Toyota,Corolla,2017,287000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,17000
Toyota,Camry,2019,27000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,35000
Toyota,Rav4,2018,85000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,45000
Hyundai,Elantra,2016,75000,Automatic,Petrol,Gray,,1800.0,            Drive          ,,Perfect inside out,20000
Toyota,Granvia,2001,426000,Automatic,Petrol,White,,2729.2704912876643,            Drive          ,,Perfect inside out,20000
Hyundai,Avante,2016,195000,Automatic,Petrol,White,,2729.2704912876643,            Drive          ,,Perfect inside out,18000
Hyundai,Elantra,2019,77000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,30000
Toyota,Camry,2004,300000,Automatic,Petrol,Silver,,2500.0,            Drive          ,,Perfect inside out,6000
Hyundai,Elantra,2016,84000,Automatic,Petrol,Black,,1800.0,            Drive          ,,Perfect inside out,13000
Toyota,Corolla,2012,100000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,15000
Toyota,Corolla,2015,206000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,17000
Hyundai,Elantra,2016,210000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,15000
Hyundai,Tucson,2016,300000,Automatic,Petrol,White,,1999.0,            Drive          ,,Perfect inside out,30000
Toyota,Camry,2008,400000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,14000
Toyota,Yaris,2015,109000,Automatic,Petrol,White,,1496.0,            Drive          ,,Perfect inside out,18500
Toyota,Rav4,2014,364000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,27000
Toyota,Land,2013,177000,Automatic,Petrol,White,,5700.0,            Drive          ,,Perfect inside out,37000
Toyota,Corolla,2013,11000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,20000
Hyundai,Elantra,2012,196000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,14000
Toyota,Corolla,2012,163000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,10000
Hyundai,Elantra,2016,77000,Automatic,Petrol,Black,,1800.0,            Drive          ,,Perfect inside out,16000
BMW,X5,2016,80000,Automatic,Diesel,White,4.0,2000.0,            All Wheel Drive          ,4,Perfect inside out,130000
Lexus,ES,2019,35951,Automatic,Petrol,White,4.0,3500.0,            Front Wheel Drive          ,6,Perfect inside out,70000
Hyundai,Elantra,2013,241850,Manual,Petrol,White,4.0,1800.0,            Rear Wheel Drive          ,4,Normal wear and tear with a few issues,16000
Kia,Optima,2012,317000,Automatic,Petrol,Silver,,2400.0,            Drive          ,4,Perfect inside out,22000
Chevrolet,Malibu,2017,102000,Automatic,Petrol,Red,,1500.0,            Drive          ,4,Perfect inside out,50000
Kia,Rio,2013,151000,Automatic,Petrol,Silver,,1600.0,            Drive          ,4,Perfect inside out,20000
Jeep,Cherokee,2011,187000,Automatic,Petrol,Gold,,2729.2704912876643,            Drive          ,6,Perfect inside out,27000
GMC,Yukon,2015,141000,Automatic,Petrol,Grey,,5300.0,            Drive          ,8,Perfect inside out,110000
Audi,Q5,2014,233000,Automatic,Petrol,White,,2000.0,            Drive          ,4,Perfect inside out,49000
Toyota,Avalon,2013,360000,Automatic,Petrol,White,,3456.0,            Drive          ,6,Perfect inside out,48000
Hyundai,Genesis,2013,171000,Automatic,Petrol,Black,,3800.0,            Drive          ,6,Perfect inside out,36000
Toyota,Corolla,2018,105000,Automatic,Petrol,Black,,1800.0,            Drive          ,4,Perfect inside out,55000
Chevrolet,Traverse,2012,170000,Automatic,Petrol,Black,,3584.5714285714284,            Drive          ,6,Perfect inside out,29000
Changan,CS85,2021,25000,Automatic,Petrol,Black,,2729.2704912876643,            Drive          ,4,Perfect inside out,95000
Hyundai,Sonata,2018,92000,Automatic,Petrol,white,,2400.0,            Drive          ,4,Perfect inside out,66000
Jeep,Cherokee,2015,16500,Automatic,Petrol,Black,,2729.2704912876643,            Drive          ,6,Perfect inside out,75000
BMW,7,2018,91000,Automatic,Petrol,White,,3000.0,            Drive          ,4,Perfect inside out,190000
Ford,Explorer,2010,221000,Automatic,Petrol,White,,3497.0,            Drive          ,6,Perfect inside out,41000
Ford,Explorer,2010,256000,Automatic,Petrol,White,,3497.0,            Drive          ,6,Perfect inside out,22000
Hyundai,Creta,2020,78000,Automatic,Petrol,White,,1591.0,            Drive          ,4,Perfect inside out,65000
Ford,Edge,2013,323000,Automatic,Petrol,White,,2000.0,            Drive          ,6,Perfect inside out,35000
Chevrolet,Tahoe,2011,394000,Automatic,Petrol,Black,,5300.0,            Drive          ,8,Perfect inside out,32000
GMC,Yukon,2013,223000,Automatic,Petrol,Black,,5300.0,            Drive          ,8,Perfect inside out,50000
Changan,CS95,2019,49000,Automatic,Petrol,Red,,2729.2704912876643,            Drive          ,4,Perfect inside out,87000
Kia,Sportage,2016,256000,Automatic,Petrol,Silver,,2400.0,            Drive          ,4,Perfect inside out,44000
Mercedes-Benz,S-Class,2018,132000,Automatic,Petrol,Black,,2999.0,            Drive          ,8,Perfect inside out,316200
Ford,Edge,2014,110000,Automatic,Petrol,Black,,2000.0,            Drive          ,6,Perfect inside out,41000
Mitsubishi,Pajero,2017,122000,Automatic,Petrol,White,,3500.0,            Drive          ,6,Perfect inside out,68000
Land Rover,Rover,2018,65000,Automatic,Petrol,Silver,,4395.0,            Drive          ,6,Perfect inside out,356000
BMW,7,2020,35000,Automatic,Petrol,Other,,3000.0,            Drive          ,4,Perfect inside out,280000
BMW,5,2013,316000,Automatic,Petrol,White,,2000.0,            Drive          ,4,Perfect inside out,38000
Ford,Fusion,2012,311000,Automatic,Petrol,Silver,,2500.0,            Drive          ,4,Perfect inside out,21000
Audi,A8,2012,159000,Automatic,Petrol,Silver,,2729.2704912876643,            Drive          ,6,Perfect inside out,67000
Kia,Optima,2018,80000,Automatic,Petrol,White,,2400.0,            Drive          ,4,Perfect inside out,58000
Lexus,LX,2014,298000,Automatic,Petrol,Black,,3400.0,            Drive          ,8,Perfect inside out,145000
Toyota,Yaris,2016,288000,Automatic,Petrol,Gold,,1496.0,            Drive          ,4,Perfect inside out,28000
Ford,Edge,2012,156000,Automatic,Petrol,Silver,,2000.0,            Drive          ,6,Perfect inside out,43000
MG,5,2021,19000,Automatic,Petrol,Silver,,2000.0,            Drive          ,4,Perfect inside out,45800
Mazda,CX-9,2022,20000,Automatic,Petrol,Blue,,2500.0,            Drive          ,4,Perfect inside out,143000
Porsche,Cayenne,2011,300000,Automatic,Petrol,White,,4425.0,            Drive          ,8,Perfect inside out,56000
Chevrolet,Tahoe,2019,98000,Automatic,Petrol,Grey,,5300.0,            Drive          ,8,Perfect inside out,160000
Toyota,Land,2016,137000,Manual,Petrol,white,,5700.0,            Drive          ,6,Perfect inside out,89500
Audi,A6,2014,55000,Automatic,Petrol,White,4.0,2773.0,            All Wheel Drive          ,6,Minor wear and tear,65000
Hyundai,Accent,2012,133000,Automatic,Petrol,White,,1591.0,            Drive          ,,Perfect inside out,11000
Toyota,Hilux,2015,200000,Automatic,Petrol,White,,2700.0,            Drive          ,,Perfect inside out,40000
Hyundai,Santa,2016,178000,Automatic,Petrol,White,,2400.0,            Drive          ,,Perfect inside out,30000
Toyota,Camry,2018,80000,Automatic,Petrol,Blue,,2500.0,            Drive          ,,Perfect inside out,30000
Hyundai,Sonata,2018,121000,Automatic,Petrol,White,,2400.0,            Drive          ,,Perfect inside out,40000
Toyota,Camry,2010,190000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,12000
Toyota,Camry,2011,100000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,12000
Toyota,Camry,2007,278000,Automatic,Petrol,Green,,2500.0,            Drive          ,,Perfect inside out,12000
Toyota,Camry,2008,189000,Automatic,Petrol,Gold,,2500.0,            Drive          ,,Perfect inside out,12000
Kia,Sportage,2018,166000,Automatic,Petrol,Gold,,2400.0,            Drive          ,,Perfect inside out,62000
Toyota,Corolla,2005,45000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,9000
Toyota,Corolla,2007,185000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,8000
Toyota,Corolla,2007,288000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,12000
Toyota,Camry,2008,11000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,14000
Toyota,Corolla,2019,146000,Automatic,Petrol,White,4.0,1800.0,            All Wheel Drive          ,4,Perfect inside out,32500
Hyundai,Elantra,2015,184000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,12000
Honda,Accord,2011,300000,Automatic,Petrol,Black,,1500.0,            Drive          ,,Perfect inside out,15000
Toyota,Camry,2004,450000,Automatic,Petrol,Gold,,2500.0,            Drive          ,,Perfect inside out,5000
Hyundai,Elantra,2013,490000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,12000
Toyota,Fortuner,2012,170000,Automatic,Petrol,Gold,,2500.0,            Drive          ,,Perfect inside out,22000
Hyundai,Accent,2017,81000,Automatic,Petrol,White,,1591.0,            Drive          ,,Perfect inside out,17000
Hyundai,Accent,2017,161000,Automatic,Petrol,White,,1591.0,            Drive          ,,Perfect inside out,15000
Toyota,Corolla,2013,140000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,10000
Ford,Taurus,2010,168000,Automatic,Petrol,Black,,2000.0,            Drive          ,,Perfect inside out,14000
Lexus,GS,2015,400000,Automatic,Petrol,Black,,2729.2704912876643,            Drive          ,,Perfect inside out,30000
Kia,Rio,2015,80000,Automatic,Petrol,Silver,,1600.0,            Drive          ,,Perfect inside out,20000
Toyota,Corolla,2017,200000,Automatic,Petrol,Black,,1800.0,            Drive          ,,Perfect inside out,23000
Hyundai,Elantra,2015,230000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,30000
Toyota,Corolla,2017,171000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,30000
Honda,Civic,2016,152000,Automatic,Petrol,Other,4.0,2000.0,            Front Wheel Drive          ,4,Perfect inside out,53000
Toyota,Camry,2003,260000,Automatic,Petrol,Silver,,2500.0,            Drive          ,,Perfect inside out,6000
Nissan,Altima,2013,105000,CVT,Petrol,Beige,4.0,2500.0,            Front Wheel Drive          ,4,Minor wear and tear,32000
BMW,3,2009,115000,Automatic,Petrol,White,4.0,2000.0,            Rear Wheel Drive          ,4,Perfect inside out,35000
Hyundai,Genesis,2011,130000,Manual,Petrol,Green,2.0,3800.0,            Rear Wheel Drive          ,6,Minor wear and tear,30000
Toyota,Corolla,2015,160,Automatic,Petrol,White,4.0,1800.0,            Front Wheel Drive          ,4,Perfect inside out,25000
Hyundai,Elantra,2015,96,Automatic,Petrol,White,4.0,1800.0,            Front Wheel Drive          ,4,Perfect inside out,18000
Toyota,Corolla,2015,248000,Automatic,Petrol,Blue,4.0,1800.0,            Front Wheel Drive          ,NaN,Perfect inside out,18000
Hyundai,Tucson,2010,100000,Automatic,Petrol,Silver,,1999.0,            Drive          ,,Perfect inside out,13000
Toyota,Camry,2005,250000,Automatic,Petrol,Silver,,2500.0,            Drive          ,,Perfect inside out,8000
Hyundai,Sonata,2019,122000,Automatic,Petrol,Brown,,2400.0,            Drive          ,,Perfect inside out,46000
Hyundai,Tucson,2017,97000,Automatic,Petrol,White,,1999.0,            Drive          ,,Perfect inside out,27000
Toyota,Corolla,2010,250000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,15000
Hyundai,Accent,2018,90000,Automatic,Petrol,Silver,,1591.0,            Drive          ,,Perfect inside out,27000
Toyota,Corolla,2015,265000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,18000
Toyota,Corolla,2003,339000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,6500
Toyota,Hilux,2021,21000,Automatic,Petrol,White,,2700.0,            Drive          ,,Perfect inside out,90000
Toyota,Camry,2010,217000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,14000
Hyundai,Elantra,2017,108000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,18000
Hyundai,Tucson,2020,61000,Automatic,Petrol,White,,1999.0,            Drive          ,,Perfect inside out,48000
Toyota,Corolla,2018,57000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,10000
Hyundai,Santa,2017,120000,Automatic,Petrol,Gray,,2400.0,            Drive          ,,Perfect inside out,40000
Hyundai,Sonata,2018,83000,Automatic,Petrol,Black,,2400.0,            Drive          ,,Perfect inside out,33000
Toyota,Camry,2006,300000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,6000
Hyundai,Tucson,2013,180000,Automatic,Petrol,White,,1999.0,            Drive          ,,Perfect inside out,40000
Hyundai,Santa,2011,129000,Automatic,Petrol,White,,2400.0,            Drive          ,,Perfect inside out,33000
Toyota,Corolla,2010,160000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,12500
Hyundai,Elantra,2015,205000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,17000
Kia,Sportage,2017,82000,Automatic,Petrol,White,,2400.0,            Drive          ,,Perfect inside out,35000
Toyota,Corolla,2013,90000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,10000
Toyota,Camry,2007,234000,Automatic,Petrol,Silver,,2500.0,            Drive          ,,Perfect inside out,10000
Toyota,Camry,2009,398000,Automatic,Petrol,Black,,2500.0,            Drive          ,,Perfect inside out,10000
Hyundai,Sonata,2018,130000,Automatic,Petrol,Black,,2400.0,            Drive          ,,Perfect inside out,25000
Toyota,Camry,2004,248000,Automatic,Petrol,Silver,,2500.0,            Drive          ,,Perfect inside out,5000
Toyota,Corolla,2012,189000,Automatic,Petrol,Black,,1800.0,            Drive          ,,Perfect inside out,10000
Toyota,Camry,2007,241000,Automatic,Petrol,Silver,,2500.0,            Drive          ,,Perfect inside out,7000
Toyota,Corolla,2010,300000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,10000
Toyota,Corolla,2009,320000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,10000
Toyota,Corolla,2012,140000,Automatic,Petrol,Gray,,1800.0,            Drive          ,,Perfect inside out,12000
Toyota,Corolla,2013,188000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,14000
Toyota,Corolla,2015,184000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,18000
Toyota,Corolla,2014,120000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,15000
Toyota,Camry,2017,93000,Automatic,Petrol,Silver,,2500.0,            Drive          ,,Perfect inside out,22000
Toyota,Camry,2006,188000,Automatic,Petrol,Gray,,2500.0,            Drive          ,,Perfect inside out,9000
Hyundai,Accent,2019,54000,Automatic,Petrol,Blue,,1591.0,            Drive          ,,Perfect inside out,10000
Kia,Rio,2015,100000,Automatic,Petrol,White,4.0,1600.0,            Front Wheel Drive          ,4,Perfect inside out,24000
Ford,Explorer,2006,243000,Automatic,Petrol,Gold,4.0,3497.0,            All Wheel Drive          ,6,Minor wear and tear,25000
Hyundai,Accent,2016,264000,Automatic,Petrol,Grey,,1591.0,            Drive          ,4,Perfect inside out,27000
Audi,A4,2010,199000,Automatic,Petrol,Blue,,2729.2704912876643,            Drive          ,4,Perfect inside out,33800
GMC,Yukon,2010,286000,Automatic,Petrol,White,,5300.0,            Drive          ,8,Perfect inside out,41000
Dodge,Charger,2018,64000,Automatic,Petrol,Green,,3600.0,            Drive          ,6,Perfect inside out,105000
Toyota,Corolla,2016,139000,Automatic,Petrol,White,,1800.0,            Drive          ,4,Perfect inside out,38000
Mitsubishi,Pajero,2015,95000,Automatic,Petrol,Brown,,3500.0,            Drive          ,6,Perfect inside out,61000
Nissan,Altima,2017,93000,Automatic,Petrol,White,,2500.0,            Drive          ,6,Perfect inside out,55000
Toyota,Sequoia,2015,401000,Automatic,Petrol,Silver,,5700.0,            Drive          ,8,Perfect inside out,69500
Lexus,ES,2017,232000,Automatic,Petrol,Gold,,3500.0,            Drive          ,6,Perfect inside out,120000
Chevrolet,Tahoe,2016,72000,Automatic,Petrol,Other,,5300.0,            Drive          ,8,Perfect inside out,122000
Land Rover,Rover,2013,235000,Automatic,Petrol,Black,,4395.0,            Drive          ,8,Perfect inside out,77000
Hyundai,Sonata,2019,238000,Automatic,Petrol,Black,,2400.0,            Drive          ,4,Perfect inside out,62000
Audi,A6,2016,115000,Automatic,Petrol,Black,,2257.6666666666665,            Drive          ,6,Perfect inside out,80000
GMC,Terrain,2018,153000,Automatic,Petrol,Red,,3000.0,            Drive          ,4,Perfect inside out,74000
Audi,A6,2016,123000,Automatic,Petrol,Black,,2257.6666666666665,            Drive          ,6,Perfect inside out,73000
Ford,Bronco,2021,250,Automatic,Petrol,Red,,2729.2704912876643,            Drive          ,6,Perfect inside out,295000
Cadillac,XT5,2018,96000,Automatic,Petrol,Black,,2729.2704912876643,            Drive          ,6,Perfect inside out,130000
Lexus,NX,2015,129000,Automatic,Petrol,Gold,,2729.2704912876643,            Drive          ,4,Perfect inside out,100500
Toyota,Camry,2016,301000,Automatic,Petrol,White,,2500.0,            Drive          ,4,Perfect inside out,51000
Toyota,Hilux,2016,211000,Manual,Petrol,White,,2700.0,            Drive          ,4,Perfect inside out,49000
Ford,Taurus,2014,265000,Automatic,Petrol,Red,,2000.0,            Drive          ,6,Perfect inside out,40000
Nissan,Pickup,2016,185000,Manual,Petrol,White,,2729.2704912876643,            Drive          ,4,Perfect inside out,39000
BMW,X5,2019,70000,Automatic,Petrol,Blue,,2998.0,            Drive          ,6,Perfect inside out,330000
BMW,7,2016,150000,Automatic,Petrol,White,,3000.0,            Drive          ,4,Perfect inside out,153000
Lexus,ES,2016,99000,Automatic,Petrol,White,,3500.0,            Drive          ,6,Perfect inside out,100000
Kia,Rio,2013,119000,Automatic,Petrol,Brown,,1600.0,            Drive          ,4,Perfect inside out,24500
Nissan,Maxima,2016,84000,Automatic,Petrol,Black,,3498.0,            Drive          ,6,Perfect inside out,70000
